name,country,span,matches,innings,overs,madiens,runs,wickets,best_bowling_figure,average,economy,strike_rate,4-fer,5-fer
IH Romaine,BMUDA,2008-2008,2,2,3.4,0,21,2,2/2,10.50,5.72,11.0,0,0
SI Runsewe,NGA,2019-2021,10,2,2.3,0,23,2,1/4,11.50,9.20,7.5,0,0
JD Ryder,NZ,2008-2014,22,5,10.0,0,68,2,1/2,34.00,6.80,30.0,0,0
Sadeeq Khan,ROM,2019-2019,3,3,12.0,0,63,2,1/21,31.50,5.25,36.0,0,0
TK Saha,Fin,2019-2019,4,4,10.0,0,88,2,1/22,44.00,8.80,30.0,0,0
Sandeep Goud,OMA,2019-2022,22,4,8.0,0,76,2,2/36,38.00,9.50,24.0,0,0
Saqib Zulfiqar,NED,2018-2019,6,4,9.0,0,61,2,1/4,30.50,6.77,27.0,0,0
Saran Aslam,DEN,2022-2022,1,1,3.0,0,14,2,2/14,7.00,4.66,9.0,0,0
P Sarraf,NEPAL,2019-2020,12,7,13.0,1,75,2,1/3,37.50,5.76,39.0,0,0
RR Sarwan,WI,2007-2010,18,1,2.0,0,10,2,2/10,5.00,5.00,6.0,0,0
Shaffeq Muhammad,GRC,2019-2019,2,2,7.0,1,21,2,2/12,10.50,3.00,21.0,0,0
Shahid Mahmood,BHR,2022-2022,3,3,10.0,0,98,2,1/20,49.00,9.80,30.0,0,0
Shahnawaz Dahani,PAK,2021-2021,2,2,7.0,0,47,2,1/23,23.50,6.71,21.0,0,0
Sharif Asadullah,UAE,2014-2014,1,1,3.0,0,21,2,2/21,10.50,7.00,9.0,0,0
Shuvagata Hom,BAN,2016-2016,5,4,11.0,0,71,2,1/18,35.50,6.45,33.0,0,0
EHSN Silva,UAE,2014-2014,2,2,7.0,0,58,2,1/20,29.00,8.28,21.0,0,0
Z Simpson,GIBR,2022-2022,2,1,2.5,0,32,2,2/32,16.00,11.29,8.5,0,0
AL Stephen,VAN,2019-2019,2,2,7.0,0,29,2,2/15,14.50,4.14,21.0,0,0
TJ Stephenson,Blz,2019-2021,4,4,7.0,0,51,2,2/12,25.50,7.28,21.0,0,0
Sufyan Mehmood,OMA,2015-2020,4,4,8.3,0,59,2,1/20,29.50,6.94,25.5,0,0
Tasaduq Hussain,SWE,2022-2022,3,3,9.0,0,64,2,1/18,32.00,7.11,27.0,0,0
R Telemachus,SA,2006-2007,3,3,12.0,0,90,2,1/22,45.00,7.50,36.0,0,0
S Thuraisingam,CAN,2008-2008,3,3,7.5,0,44,2,1/13,22.00,5.61,23.5,0,0
N Thushara,SL,2022-2022,4,4,9.1,0,89,2,1/18,44.50,9.70,27.5,0,0
CT Tremlett,ENG,2007-2007,1,1,4.0,0,45,2,2/45,22.50,11.25,12.0,0,0
T Tshose,BOT,2019-2021,5,3,8.0,0,51,2,1/16,25.50,6.37,24.0,0,0
T Turan,TKY,2019-2019,4,3,8.1,0,111,2,1/32,55.50,13.59,24.5,0,0
VL Mukesh,SEY,2021-2021,5,5,12.0,0,108,2,2/44,54.00,9.00,36.0,0,0
VM Vaghela,USA,2021-2021,1,1,3.0,0,16,2,2/16,8.00,5.33,9.0,0,0
CV Varun,INDIA,2021-2021,6,6,22.3,0,132,2,1/18,66.00,5.86,67.5,0,0
JK Vifah,Ghana,2019-2021,14,3,6.1,0,48,2,1/9,24.00,7.78,18.5,0,0
AC Voges,AUS,2007-2013,7,1,2.0,0,5,2,2/5,2.50,2.50,6.0,0,0
Walid Ghauri,NOR,2019-2022,7,3,6.5,0,49,2,1/16,24.50,7.17,20.5,0,0
Waqas Maqsood,PAK,2018-2018,1,1,1.5,0,21,2,2/21,10.50,11.45,5.5,0,0
SR Welsh,CAN,2008-2008,1,1,3.0,0,6,2,2/6,3.00,2.00,9.0,0,0
M Whelan,GIBR,2022-2022,6,4,9.0,0,77,2,1/16,38.50,8.55,27.0,0,0
AR White,IRE,2008-2012,18,1,4.0,0,18,2,2/18,9.00,4.50,12.0,0,0
G Wijekoon,SL,2007-2007,3,3,11.0,0,101,2,1/12,50.50,9.18,33.0,0,0
Yasir Mohammad,USA,2021-2021,2,2,8.0,0,67,2,2/32,33.50,8.37,24.0,0,0
Yusuf Ebrahim,PNM,2019-2021,9,8,16.0,1,130,2,1/13,65.00,8.12,48.0,0,0
Zahid Abbas,KENYA,2021-2021,4,3,7.0,0,46,2,1/14,23.00,6.57,21.0,0,0
Zain ul Tashnam,CRC,2019-2019,3,2,8.0,1,35,2,1/16,17.50,4.37,24.0,0,0
S Zargar,Mex,2019-2019,1,1,3.0,0,22,2,2/22,11.00,7.33,9.0,0,0
Zawar Farid,UAE,2019-2022,9,3,6.1,0,53,2,1/18,26.50,8.59,18.5,0,0
Ziaur Rahman,AFG,2019-2019,1,1,4.0,0,42,2,2/42,21.00,10.50,12.0,0,0
N Zimonjic,SRB,2021-2021,3,2,3.4,0,62,2,2/44,31.00,16.90,11.0,0,0
T Zotos,GRC,2021-2021,4,1,3.0,0,14,2,2/14,7.00,4.66,9.0,0,0
JB Abega,CAM,2021-2021,4,4,13.5,0,141,1,1/33,141.00,10.19,83.0,0,0
Absar Khan,DEN,2021-2021,2,1,1.0,0,8,1,1/8,8.00,8.00,6.0,0,0
N Advani,GIBR,2019-2022,6,3,6.0,0,38,1,1/12,38.00,6.33,36.0,0,0
Aftab Ahmed,2,2019-2021,4,3,5.0,0,41,1,1/10,41.00,8.20,30.0,0,0
R Agamiire,UGA,2021-2021,2,2,6.0,1,9,1,1/1,9.00,1.50,36.0,0,0
N Ahir,PNM,2021-2021,5,5,13.0,0,123,1,1/22,123.00,9.46,78.0,0,0
Ahmad Khalid Ahmadzai,Belg,2022-2022,1,1,3.0,0,28,1,1/28,28.00,9.33,18.0,0,0
Akramullah Malikzada,HUN,2022-2022,4,2,2.0,0,30,1,1/7,30.00,15.00,12.0,0,0
K Akurugoda,HUN,2022-2022,2,1,4.0,0,52,1,1/52,52.00,13.00,24.0,0,0
GW Aldridge,NZ,2011-2011,1,1,4.0,0,45,1,1/45,45.00,11.25,24.0,0,0
J Allen,,2019-2019,2,2,2.0,0,19,1,1/7,19.00,9.50,12.0,0,0
TP Allen,USA,2019-2019,5,2,3.0,0,28,1,1/11,28.00,9.33,18.0,0,0
Amandeep Singh,PORT,2021-2021,4,3,7.0,0,50,1,1/18,50.00,7.14,42.0,0,0
Amir Ali,OMA,2015-2016,10,5,9.0,0,67,1,1/6,67.00,7.44,54.0,0,0
Amir Mangal,GER,2019-2020,10,5,6.4,0,57,1,1/17,57.00,8.55,40.0,0,0
S Aravind,INDIA,2015-2015,1,1,3.4,0,44,1,1/44,44.00,12.00,22.0,0,0
Ariful Haque,BAN,2018-2018,9,1,1.0,0,13,1,1/13,13.00,13.00,6.0,0,0
Arshad Iqbal,PAK,2021-2021,1,1,4.0,0,16,1,1/16,16.00,4.00,24.0,0,0
Asghar Afghan,AFG,2010-2021,75,1,0.4,0,4,1,1/4,4.00,6.00,4.0,0,0
Imran Asif,Aut,2021-2021,3,2,4.0,0,53,1,1/23,53.00,13.25,24.0,0,0
G Axtell,BHR,2022-2022,2,2,7.0,0,42,1,1/17,42.00,6.00,42.0,0,0
Ayaan Khan,OMA,2021-2022,7,4,10.0,0,63,1,1/29,63.00,6.30,60.0,0,0
C Bah,SLE,2021-2021,2,2,5.0,0,26,1,1/13,26.00,5.20,30.0,0,0
AA Banner,Blz,2019-2021,9,3,10.0,0,56,1,1/18,56.00,5.60,60.0,0,0
CD Barnwell,WI,2011-2013,6,4,6.0,0,51,1,1/24,51.00,8.50,36.0,0,0
Basil George,MLT,2021-2022,18,7,14.3,0,145,1,1/18,145.00,10.00,87.0,0,0
A Bhattarai,NEPAL,2014-2014,1,1,3.0,0,12,1,1/12,12.00,4.00,18.0,0,0
SR Bhudia,KENYA,2019-2019,4,4,9.0,0,63,1,1/6,63.00,7.00,54.0,0,0
K Bhurtel,NEPAL,2021-2022,16,1,1.0,0,1,1,1/1,1.00,1.00,6.0,0,0
Bilal Aftab,DEN,2021-2021,3,1,2.0,0,13,1,1/13,13.00,6.50,12.0,0,0
STR Binny,INDIA,2015-2016,3,3,5.0,0,54,1,1/14,54.00,10.80,30.0,0,0
CC Blake,VAN,2019-2019,3,3,8.0,0,49,1,1/15,49.00,6.12,48.0,0,0
N Boje,SA,2005-2005,1,1,4.0,0,27,1,1/27,27.00,6.75,24.0,0,0
SG Borthwick,ENG,2011-2011,1,1,4.0,0,15,1,1/15,15.00,3.75,24.0,0,0
DL Brangman,BMUDA,2019-2019,5,5,7.0,0,84,1,1/19,84.00,12.00,42.0,0,0
DE Budge,SCOT,2018-2021,8,1,1.0,0,18,1,1/18,18.00,18.00,6.0,0,0
CL Cairns,NZ,2005-2006,2,2,8.0,0,52,1,1/28,52.00,6.50,48.0,0,0
A Carthew,Chile,2019-2019,4,1,2.0,0,19,1,1/19,19.00,9.50,12.0,0,0
CPPM Sadun,CYP,2021-2021,6,2,3.0,0,19,1,1/5,19.00,6.33,18.0,0,0
Charanjeet Singh,ITA,2019-2019,3,2,5.0,0,35,1,1/18,35.00,7.00,30.0,0,0
G Chohan,PHI,2022-2022,5,3,8.0,0,108,1,1/46,108.00,13.50,48.0,0,0
F Choudary,SWE,2022-2022,2,2,3.0,0,31,1,1/17,31.00,10.33,18.0,0,0
MS Crane,ENG,2017-2017,2,2,8.0,0,62,1,1/38,62.00,7.75,48.0,0,0
T Cross,EST,2021-2021,2,2,5.0,0,44,1,1/35,44.00,8.80,30.0,0,0
H Dajc,SRB,2019-2019,2,1,4.0,0,36,1,1/36,36.00,9.00,24.0,0,0
H Davids,SA,2012-2013,9,2,2.0,0,13,1,1/6,13.00,6.50,12.0,0,0
CJ Delany,GIBR,2019-2021,13,4,8.2,0,95,1,1/37,95.00,11.40,50.0,0,0
JL de Mey,NED,2021-2021,3,2,7.0,0,67,1,1/35,67.00,9.57,42.0,0,0
PA Desai,CAN,2012-2012,1,1,3.0,0,30,1,1/30,30.00,10.00,18.0,0,0
S Desungnoen,THAI,2020-2020,2,2,5.0,0,42,1,1/30,42.00,8.40,30.0,0,0
S Dhakal,NEPAL,2022-2022,2,2,6.0,0,55,1,1/19,55.00,9.16,36.0,0,0
R Dhawan,INDIA,2016-2016,1,1,4.0,0,42,1,1/42,42.00,10.50,24.0,0,0
A Djorovic,SRB,2019-2021,6,6,15.3,1,136,1,1/31,136.00,8.77,93.0,0,0
KR Ebanks,Caym,2019-2019,5,5,11.0,0,104,1,1/25,104.00,9.45,66.0,0,0
B Evans,ZIM,2022-2022,3,3,7.0,0,48,1,1/12,48.00,6.85,42.0,0,0
M Faraz Akram,ZIM,2020-2021,2,2,6.2,0,58,1,1/46,58.00,9.15,38.0,0,0
Fayyaz Ahmed,UAE,2015-2015,1,1,3.0,0,29,1,1/29,29.00,9.66,18.0,0,0
Fiaz Ahmad,KUW,2019-2019,3,3,5.0,0,56,1,1/13,56.00,11.20,30.0,0,0
KK Flowers,Blz,2019-2019,3,1,2.0,0,16,1,1/16,16.00,8.00,12.0,0,0
C Floyd,NED,2019-2019,2,2,5.0,0,51,1,1/14,51.00,10.20,30.0,0,0
M Fontaine,HUN,2021-2022,3,3,6.0,0,53,1,1/17,53.00,8.83,36.0,0,0
C Fry,LUX,2019-2019,3,3,7.0,1,62,1,1/3,62.00,8.85,42.0,0,0
GHS Garton,ENG,2022-2022,1,1,4.0,0,57,1,1/57,57.00,14.25,24.0,0,0
L Gherasim,ROM,2019-2020,3,1,1.5,0,12,1,1/12,12.00,6.54,11.0,0,0
M Gherasim,ROM,2020-2022,8,2,4.0,0,31,1,1/22,31.00,7.75,24.0,0,0
JN Gillespie,AUS,2005-2005,1,1,4.0,0,49,1,1/49,49.00,12.25,24.0,0,0
K Govind,SEY,2021-2021,1,1,3.0,0,25,1,1/25,25.00,8.33,18.0,0,0
NA Greenwood,JER,2019-2022,11,4,4.0,0,31,1,1/4,31.00,7.75,24.0,0,0
Gulsan Jha,NEPAL,2022-2022,1,1,3.0,0,16,1,1/16,16.00,5.33,18.0,0,0
OJ Hairs,SCOT,2019-2021,12,1,2.0,0,19,1,1/19,19.00,9.50,12.0,0,0
Hardev Singh,Chile,2019-2019,3,1,1.0,0,12,1,1/12,12.00,12.00,6.0,0,0
SJ Harmison,ENG,2005-2006,2,2,6.3,0,42,1,1/13,42.00,6.46,39.0,0,0
Haroon Mughal,MLT,2019-2021,15,2,3.0,0,31,1,1/17,31.00,10.33,18.0,0,0
RJ Hatchman,GIBR,2019-2022,10,7,14.0,0,164,1,1/29,164.00,11.71,84.0,0,0
TM Head,AUS,2016-2022,17,4,6.0,0,56,1,1/16,56.00,9.33,36.0,0,0
P Heron,Caym,2022-2022,5,1,1.0,0,8,1,1/8,8.00,8.00,6.0,0,0
BJ Hodge,AUS,2007-2014,15,3,5.0,0,43,1,1/13,43.00,8.60,30.0,0,0
S Hongsi,THAI,2019-2019,3,2,3.0,0,35,1,1/15,35.00,11.66,18.0,0,0
GM Hyde,Blz,2019-2019,3,2,5.0,0,43,1,1/14,43.00,8.60,30.0,0,0
Ibrahim Jabarkhel,Fran,2021-2021,2,2,4.0,0,33,1,1/17,33.00,8.25,24.0,0,0
Ibrahim Nashath,Mald,2019-2021,7,5,11.0,0,103,1,1/13,103.00,9.36,66.0,0,0
Iftikhar Ahmed,PAK,2016-2022,18,7,12.2,0,99,1,1/7,99.00,8.02,74.0,0,0
Iftikhar Anjum,PAK,2007-2009,2,2,8.0,0,67,1,1/34,67.00,8.37,48.0,0,0
AJ Ireland,ZIM,2006-2006,1,1,3.0,0,33,1,1/33,33.00,11.00,18.0,0,0
Irfan Mir,Chile,2019-2019,4,4,15.0,0,73,1,1/26,73.00,4.86,90.0,0,0
E Isaneez,UGA,2019-2019,3,3,9.2,0,53,1,1/16,53.00,5.67,56.0,0,0
O Isesele,NGA,2021-2021,5,4,10.0,0,104,1,1/44,104.00,10.40,60.0,0,0
Ismat Ullah,,2019-2019,4,2,4.0,0,16,1,1/9,16.00,4.00,24.0,0,0
Itibarshah Deedar,Aut,2022-2022,5,5,9.4,0,86,1,1/28,86.00,8.89,58.0,0,0
Jaison Jerome,MLT,2022-2022,6,6,19.0,0,190,1,1/56,190.00,10.00,114.0,0,0
D Johnson,Caym,2022-2022,3,3,7.0,0,47,1,1/21,47.00,6.71,42.0,0,0
B Karki,NEPAL,2020-2020,1,1,4.0,1,6,1,1/6,6.00,1.50,24.0,0,0
A Karn,NEPAL,2015-2015,2,2,8.0,0,49,1,1/31,49.00,6.12,48.0,0,0
N Khanna,MLT,2019-2022,19,2,4.0,0,47,1,1/26,47.00,11.75,24.0,0,0
Khurram Chohan,CAN,2010-2010,4,4,12.1,0,106,1,1/24,106.00,8.71,73.0,0,0
Khurram Khan,UAE,2014-2014,3,1,1.0,0,8,1,1/8,8.00,8.00,6.0,0,0
JH Kiani,PHI,2019-2019,4,1,4.0,0,26,1,1/26,26.00,6.50,24.0,0,0
S Kushretha,LUX,2020-2020,4,4,14.0,0,102,1,1/27,102.00,7.28,84.0,0,0
DO Leicher,NAM,2022-2022,2,2,5.0,0,45,1,1/18,45.00,9.00,30.0,0,0
Lemar Momand,SWE,2021-2022,6,6,13.0,0,74,1,1/16,74.00,5.69,78.0,0,0
CA Liyanage,Mald,2019-2020,3,2,5.0,0,47,1,1/33,47.00,9.40,30.0,0,0
J Long,PHI,2019-2019,2,1,2.0,0,26,1,1/26,26.00,13.00,12.0,0,0
NM Lyon,AUS,2016-2018,2,2,5.0,0,48,1,1/33,48.00,9.60,30.0,0,0
RT Lyons,SCOT,2010-2010,2,2,6.0,0,40,1,1/26,40.00,6.66,36.0,0,0
SKDT Madusanka,SEY,2021-2021,6,4,6.0,0,58,1,1/20,58.00,9.66,36.0,0,0
Mahmad Data,PNM,2019-2019,2,2,5.0,0,31,1,1/15,31.00,6.20,30.0,0,0
A Makesh,KUW,2019-2019,4,4,9.0,1,79,1,1/19,79.00,8.77,54.0,0,0
DJ Malan,ENG,2017-2021,36,1,2.0,0,27,1,1/27,27.00,13.50,12.0,0,0
WJ Malinda,Mald,2019-2021,6,2,5.0,0,39,1,1/27,39.00,7.80,30.0,0,0
Mamoon Latif,Belg,2019-2021,11,1,1.0,0,14,1,1/14,14.00,14.00,6.0,0,0
OM Marshall,Peru,2019-2019,3,2,3.0,0,22,1,1/10,22.00,7.33,18.0,0,0
A Martin,WI,2011-2011,1,1,3.0,0,20,1,1/20,20.00,6.66,18.0,0,0
T Maruma,ZIM,2008-2019,13,2,3.0,0,20,1,1/8,20.00,6.66,18.0,0,0
WT Mashinge,ZIM,2019-2019,2,2,5.0,0,57,1,1/37,57.00,11.40,30.0,0,0
N Master,BOT,2019-2019,2,1,4.0,0,30,1,1/30,30.00,7.50,24.0,0,0
Md Shafiqul Haque,THAI,2019-2019,4,1,3.0,0,25,1,1/25,25.00,8.33,18.0,0,0
RTM Mendis,SL,2021-2021,2,2,4.0,0,22,1,1/13,22.00,5.50,24.0,0,0
AB Mengoumou,CAM,2021-2021,1,1,4.0,0,57,1,1/57,57.00,14.25,24.0,0,0
DP Michael,Samoa,2019-2019,4,1,3.0,0,32,1,1/32,32.00,10.66,18.0,0,0
SF Mire,ZIM,2018-2019,9,5,12.0,0,115,1,1/15,115.00,9.58,72.0,0,0
J Miyaji,UGA,2022-2022,1,1,3.0,0,21,1,1/21,21.00,7.00,18.0,0,0
Mobashar Ashraf,Fran,2021-2021,2,2,4.0,0,24,1,1/17,24.00,6.00,24.0,0,0
D Mogan,MAL,2020-2021,3,3,12.0,0,116,1,1/31,116.00,9.66,72.0,0,0
Mohammad Amin,KUW,2019-2020,9,2,2.0,0,18,1,1/12,18.00,9.00,12.0,0,0
Mohammad Boota,UAE,2019-2022,19,1,1.0,0,13,1,1/13,13.00,13.00,6.0,0,0
Mohammad Rafique,BAN,2006-2006,1,1,4.0,0,22,1,1/22,22.00,5.50,24.0,0,0
Mohammad Shahid,BAN,2016-2016,1,1,3.0,0,32,1,1/32,32.00,10.66,18.0,0,0
L Monanthane,LES,2021-2021,2,2,4.0,0,65,1,1/55,65.00,16.25,24.0,0,0
MR Montfort,CAN,2019-2019,1,1,3.0,0,25,1,1/25,25.00,8.33,18.0,0,0
J Mubarak,SL,2007-2009,16,2,1.2,0,17,1,1/9,17.00,12.75,8.0,0,0
Muhammad Amin,,2021-2021,6,2,5.0,0,39,1,1/21,39.00,7.80,30.0,0,0
Muhammad Muneeb,Belg,2020-2022,10,2,2.0,0,35,1,1/18,35.00,17.50,12.0,0,0
EMDY Munaweera,SL,2012-2017,13,5,10.0,0,92,1,1/26,92.00,9.20,60.0,0,0
T Mupariwa,ZIM,2007-2008,4,4,13.0,0,94,1,1/22,94.00,7.23,78.0,0,0
Nader Zahadiafzal,Iran,2020-2020,3,2,4.0,0,25,1,1/10,25.00,6.25,24.0,0,0
Naiem Bameri,Iran,2020-2020,3,3,8.0,0,73,1,1/14,73.00,9.12,48.0,0,0
Najeeb Amar,HKG,2014-2014,1,1,3.0,0,29,1,1/29,29.00,9.66,18.0,0,0
N Nankov,BUL,2019-2021,5,2,3.0,0,28,1,1/13,28.00,9.33,18.0,0,0
NH Naureen,ESP,2019-2019,1,1,3.0,1,32,1,1/32,32.00,10.66,18.0,0,0
Naveed Fakhr,KUW,2020-2021,3,2,8.0,0,63,1,1/31,63.00,7.87,48.0,0,0
Navid Abdollahpour,Iran,2020-2020,2,2,5.0,1,45,1,1/24,45.00,9.00,30.0,0,0
Nazakat Ali,NOR,2019-2019,2,2,3.0,0,16,1,1/6,16.00,5.33,18.0,0,0
Nazmul Hossain,BAN,2009-2012,4,4,7.0,0,67,1,1/15,67.00,9.57,42.0,0,0
R Neale,LUX,2019-2019,3,1,3.0,0,30,1,1/30,30.00,10.00,18.0,0,0
P Negi,INDIA,2016-2016,1,1,3.0,0,16,1,1/16,16.00,5.33,18.0,0,0
SF Nhavotso,MOZ,2021-2021,4,3,5.2,0,40,1,1/33,40.00,7.50,32.0,0,0
R Nil,SEY,2021-2021,4,4,12.0,0,103,1,1/19,103.00,8.58,72.0,0,0
K Nima,BHU,2019-2019,1,1,3.0,0,22,1,1/22,22.00,7.33,18.0,0,0
E Niyomugabo,RWN,2021-2021,11,3,4.0,0,40,1,1/4,40.00,10.00,24.0,0,0
Noman Kamawi,Belg,2019-2019,1,1,3.0,0,28,1,1/28,28.00,9.33,18.0,0,0
Noorkhan Ahmedi,SUI,2021-2022,6,1,2.0,0,12,1,1/12,12.00,6.00,12.0,0,0
L Nou,PNG,2015-2015,3,3,10.0,0,65,1,1/24,65.00,6.50,60.0,0,0
JL Ontong,SA,2008-2015,14,4,6.0,0,83,1,1/25,83.00,13.83,36.0,0,0
AM Oyede,NGA,2019-2019,8,3,8.0,0,44,1,1/14,44.00,5.50,48.0,0,0
MA Parker,SCOT,2012-2012,2,2,6.0,0,61,1,1/36,61.00,10.16,36.0,0,0
Parvez Rasool,INDIA,2017-2017,1,1,4.0,0,32,1,1/32,32.00,8.00,24.0,0,0
RK Paudel,NEPAL,2019-2022,16,1,0.5,0,2,1,1/2,2.00,2.40,5.0,0,0
KP Pietersen,ENG,2005-2013,37,3,5.0,0,53,1,1/27,53.00,10.60,30.0,0,0
JE Pitcher,BMUDA,2019-2019,3,3,7.0,0,50,1,1/26,50.00,7.14,42.0,0,0
M Podosky,PHI,2022-2022,5,4,16.0,0,120,1,1/33,120.00,7.50,96.0,0,0
S Pokhriyal,CZK-R,2019-2020,9,1,2.0,0,23,1,1/23,23.00,11.50,12.0,0,0
M Pushpakumara,SL,2009-2009,1,1,3.0,0,27,1,1/27,27.00,9.00,18.0,0,0
Qasim Zia,BHR,2019-2019,3,3,9.0,0,68,1,1/17,68.00,7.55,54.0,0,0
Raaz Mohammad,Fin,2021-2022,6,5,12.0,0,97,1,1/30,97.00,8.08,72.0,0,0
Raag Kapur,HKG,2019-2019,4,3,7.0,0,49,1,1/26,49.00,7.00,42.0,0,0
Rahel Khan,SWE,2021-2021,7,3,7.0,0,53,1,1/16,53.00,7.57,42.0,0,0
RLB Rambukwella,SL,2013-2016,2,2,6.3,0,46,1,1/19,46.00,7.07,39.0,0,0
Ravinder Singh,MLT,2019-2021,7,2,6.0,0,72,1,1/36,72.00,12.00,36.0,0,0
J Reb,SRB,2019-2021,6,3,9.0,0,106,1,1/40,106.00,11.77,54.0,0,0
A Reyes,GIBR,2021-2022,9,5,9.4,0,100,1,1/39,100.00,10.34,58.0,0,0
GA Reynold,Blz,2019-2019,3,3,8.0,1,49,1,1/17,49.00,6.12,48.0,0,0
R Rivas,Chile,2019-2019,3,1,4.0,0,45,1,1/45,45.00,11.25,24.0,0,0
SE Rutherford,WI,2018-2020,6,2,6.0,0,49,1,1/21,49.00,8.16,36.0,0,0
D Sabir,BMUDA,2021-2021,3,1,3.0,0,15,1,1/15,15.00,5.00,18.0,0,0
S Saeed,Mald,2019-2019,5,5,11.0,0,95,1,1/24,95.00,8.63,66.0,0,0
C Sakariya,INDIA,2021-2021,2,1,3.4,0,34,1,1/34,34.00,9.27,22.0,0,0
AM Samad,CAN,2008-2010,7,1,2.0,0,36,1,1/36,36.00,18.00,12.0,0,0
Sandeep Goud,Bhm,2021-2022,9,7,13.1,0,105,1,1/25,105.00,7.97,79.0,0,0
Sandeep Sharma,INDIA,2015-2015,2,2,7.0,0,73,1,1/39,73.00,10.42,42.0,0,0
M Sarenac,SRB,2019-2021,6,5,9.0,0,114,1,1/17,114.00,12.66,54.0,0,0
I Sawmy,DEN,2019-2019,2,1,3.0,0,12,1,1/12,12.00,4.00,18.0,0,0
RA Sealy,Caym,2022-2022,5,1,1.0,0,3,1,1/3,3.00,3.00,6.0,0,0
BV Sears,NZ,2021-2021,2,2,4.0,0,32,1,1/21,32.00,8.00,24.0,0,0
J Sebanja,UGA,2021-2021,2,2,6.0,0,49,1,1/28,49.00,8.16,36.0,0,0
Shohidul Islam,BAN,2021-2021,1,1,3.5,0,33,1,1/33,33.00,8.60,23.0,0,0
Shahzad Muhammad,Mex,2019-2019,2,1,3.0,0,29,1,1/29,29.00,9.66,18.0,0,0
Shaikh Ashraf,Peru,2019-2019,4,2,4.0,0,34,1,1/18,34.00,8.50,24.0,0,0
KV Sharma,INDIA,2014-2014,1,1,4.0,0,28,1,1/28,28.00,7.00,24.0,0,0
RG Sharma,INDIA,2007-2022,125,9,11.2,0,113,1,1/22,113.00,9.97,68.0,0,0
ZK Shem,VAN,2019-2019,5,3,6.0,0,72,1,1/36,72.00,12.00,36.0,0,0
Sikander Billah,BHR,2022-2022,3,1,2.0,0,9,1,1/9,9.00,4.50,12.0,0,0
LPC Silva,SL,2006-2011,16,2,3.0,0,15,1,1/4,15.00,5.00,18.0,0,0
BA Simango,MOZ,2019-2019,2,1,3.0,0,21,1,1/21,21.00,7.00,18.0,0,0
T Singye,BHU,2019-2019,2,2,6.0,0,65,1,1/53,65.00,10.83,36.0,0,0
J Singye,BHU,2019-2019,2,2,8.0,0,69,1,1/28,69.00,8.62,48.0,0,0
JT Smuts,SA,2017-2021,13,10,22.4,0,178,1,1/19,178.00,7.85,136.0,0,0
M Spoors,CAN,2022-2022,5,1,2.0,0,5,1,1/5,5.00,2.50,12.0,0,0
M Stoman,PORT,2021-2021,3,1,2.3,0,16,1,1/16,16.00,6.40,15.0,0,0
Suhrid Roy,MLT,2019-2021,2,2,6.0,0,63,1,1/44,63.00,10.50,36.0,0,0
Sukhkaran Sahi,ROM,2022-2022,2,2,5.0,0,45,1,1/30,45.00,9.00,30.0,0,0
CR Suryawanshi,SGP,2019-2019,3,1,2.0,0,13,1,1/13,13.00,6.50,12.0,0,0
Syed Amanullah,GRC,2021-2021,4,1,1.0,0,9,1,1/9,9.00,9.00,6.0,0,0
Tafseer Ali,NOR,2019-2022,8,3,4.0,0,37,1,1/17,37.00,9.25,24.0,0,0
Taijul Islam,BAN,2019-2019,2,2,7.0,0,58,1,1/26,58.00,8.28,42.0,0,0
Tanvir Ahmed,PAK,2010-2010,1,1,3.0,0,13,1,1/13,13.00,4.33,18.0,0,0
S Tarawally,SLE,2021-2021,6,6,19.0,0,118,1,1/19,118.00,6.21,114.0,0,0
BRM Taylor,ZIM,2006-2021,45,2,5.0,0,17,1,1/16,17.00,3.40,30.0,0,0
SR Tendulkar,INDIA,2006-2006,1,1,2.3,0,12,1,1/12,12.00,4.80,15.0,0,0
S Thakur,ROM,2021-2021,3,2,4.0,0,30,1,1/11,30.00,7.50,24.0,0,0
S Thanikaithasan,DEN,2021-2021,6,4,8.5,0,66,1,1/29,66.00,7.47,53.0,0,0
EP Thompson,NZ,2008-2008,1,1,3.0,1,18,1,1/18,18.00,6.00,18.0,0,0
GC Tonge,WI,2009-2009,1,1,4.0,0,25,1,1/25,25.00,6.25,24.0,0,0
JJ Tucker,BMUDA,2019-2019,5,4,7.0,0,62,1,1/16,62.00,8.85,42.0,0,0
Umair Ali,UAE,2015-2015,3,2,4.0,0,28,1,1/13,28.00,7.00,24.0,0,0
DLS van Bunge,NED,2008-2013,14,2,2.2,0,15,1,1/14,15.00,6.42,14.0,0,0
C Vorster,GUE,2019-2019,1,1,3.0,0,32,1,1/32,32.00,10.66,18.0,0,0
DKD Warnakulasuriya,ITA,2021-2021,2,2,2.0,0,15,1,1/4,15.00,7.50,12.0,0,0
UWMBCA Welegedara,SL,2010-2010,2,2,6.0,0,61,1,1/21,61.00,10.16,36.0,0,0
CL White,AUS,2007-2014,47,5,7.0,0,51,1,1/11,51.00,7.28,42.0,0,0
T Whiteman,LUX,2019-2021,14,2,3.4,0,38,1,1/24,38.00,10.36,22.0,0,0
JD Wildermuth,AUS,2018-2018,2,2,3.0,0,32,1,1/16,32.00,10.66,18.0,0,0
