name,country,span,matches,innings,not_out,runs,highest_score,average,balls_faced,strike_rate,100s,50s,duck,4s,6s
E Ernest,SLE,2021-2021,10,7,2,30,14,6.00,50,60.00,0,0,3,2,0
B Fernando,SL,2015-2022,9,3,2,30,20,30.00,28,107.14,0,0,0,2,1
WW Hinds,WI,2006-2010,5,5,1,30,14,7.50,41,73.17,0,0,1,3,0
Imran Butt,BHR,2020-2020,4,3,0,30,17,10.00,25,120.00,0,0,0,3,1
M Kadyan,BUL,2021-2021,2,2,0,30,25,15.00,28,107.14,0,0,0,2,2
Navid Balouch,Iran,2020-2020,3,3,1,30,19*,15.00,50,60.00,0,0,0,1,0
WA Peatfield,GUE,2019-2022,16,5,3,30,12*,15.00,27,111.11,0,0,1,4,0
Sharafuddin Ashraf,AFG,2015-2022,11,6,2,30,18,7.50,33,90.90,0,0,1,1,1
MJ Swepson,AUS,2018-2021,7,4,4,30,14*,-,22,136.36,0,0,0,1,2
Yusuf Bhoola,PNM,2021-2021,5,5,1,30,18,7.50,44,68.18,0,0,0,4,0
Abdullah Akbarjan,Aut,2019-2021,8,2,0,29,29,14.50,17,170.58,0,0,1,3,1
S Bodha,GIBR,2022-2022,6,4,2,29,11*,14.50,23,126.08,0,0,0,1,1
LA Burns,ESP,2022-2022,4,3,1,29,15*,14.50,20,145.00,0,0,0,3,1
SR Mohan,SEY,2021-2021,6,5,2,29,20,9.66,52,55.76,0,0,2,2,0
SH Obed,VAN,2019-2019,12,7,2,29,9,5.80,41,70.73,0,0,0,1,0
C Pengkumta,THAI,2019-2020,5,4,2,29,18,14.50,41,70.73,0,0,0,2,0
S Rossi,Arg,2019-2019,5,4,1,29,13,9.66,27,107.40,0,0,0,2,1
J Salazar,Peru,2019-2019,2,2,1,29,20*,29.00,36,80.55,0,0,0,0,0
M Simmons,BMUDA,2019-2021,6,4,1,29,18*,9.66,28,103.57,0,0,2,1,1
Tejwinder Singh,CYP,2021-2021,6,4,0,29,22,7.25,18,161.11,0,0,1,2,2
T Tshose,BOT,2019-2021,5,4,4,29,21*,-,20,145.00,0,0,0,1,1
Ahsan Malik,NED,2012-2017,31,8,5,28,11*,9.33,30,93.33,0,0,1,1,1
KK Ahuja,Mex,2019-2019,8,7,0,28,8,4.00,50,56.00,0,0,1,1,1
Amir Sharif,ITA,2021-2021,3,3,1,28,22*,14.00,27,103.70,0,0,0,1,1
Amjad Khan,UAE,2015-2016,4,3,0,28,24,9.33,30,93.33,0,0,0,3,1
G Bakiweyem,Ghana,2019-2021,12,6,4,28,15*,14.00,40,70.00,0,0,0,0,0
R Goodwin,PHI,2019-2022,9,9,2,28,16*,4.00,55,50.90,0,0,4,1,0
J Liyanage,SL,2022-2022,3,3,0,28,11,9.33,45,62.22,0,0,0,0,0
EJB Miles,JER,2019-2022,20,4,2,28,16,14.00,31,90.32,0,0,0,1,0
Muhammad Murad,QAT,2021-2021,4,3,2,28,14,28.00,22,127.27,0,0,0,0,3
Muhammad Wafiq,MAL,2019-2022,11,6,2,28,12,7.00,32,87.50,0,0,1,1,2
Muslim Yar,GER,2019-2022,17,4,1,28,14,9.33,30,93.33,0,0,0,1,1
A Nanda,LUX,2019-2021,8,3,1,28,21*,14.00,28,100.00,0,0,0,1,1
A Nehra,INDIA,2009-2017,27,5,0,28,22,5.60,39,71.79,0,0,3,1,2
B Niaz,Belg,2021-2021,7,4,1,28,20*,9.33,87,32.18,0,0,1,0,0
Nooruddin Mujadady,GER,2021-2021,5,3,1,28,16*,14.00,17,164.70,0,0,1,2,1
PJ Ongondo,KENYA,2007-2008,8,6,0,28,16,4.66,23,121.73,0,0,2,1,2
R Pillai,GER,2019-2019,6,5,1,28,14,7.00,44,63.63,0,0,1,1,0
Usman Qadir,PAK,2020-2022,18,5,3,28,18*,14.00,20,140.00,0,0,1,2,1
Vinod Kumar,ESP,2019-2020,4,4,1,28,17,9.33,34,82.35,0,0,0,3,0
V Zimonjic,SRB,2021-2021,4,3,0,28,15,9.33,24,116.66,0,0,0,3,1
Ahmed Wardak,GER,2019-2020,10,4,2,27,20*,13.50,38,71.05,0,0,0,1,0
Ahsan Khan,BUL,2021-2022,9,4,3,27,16*,27.00,20,135.00,0,0,0,2,0
TP Allen,USA,2019-2019,5,3,1,27,11*,13.50,17,158.82,0,0,0,0,3
NE Bonner,WI,2011-2012,2,2,0,27,24,13.50,38,71.05,0,0,0,2,0
BJ Davidson,SRB,2021-2021,4,4,0,27,18,6.75,46,58.69,0,0,1,4,0
RM Dorji,BHU,2019-2019,1,1,0,27,27,27.00,23,117.39,0,0,0,0,4
H Fennell,Arg,2019-2021,11,6,2,27,25*,6.75,24,112.50,0,0,4,4,1
S Hongsi,THAI,2019-2019,3,3,3,27,11*,-,16,168.75,0,0,0,3,1
Imal Zuwak,SWE,2021-2021,4,4,1,27,17,9.00,59,45.76,0,0,0,1,0
Kapil Kumar,PHI,2022-2022,2,2,0,27,23,13.50,48,56.25,0,0,0,2,1
Mohammad Iqbal,CAN,2008-2008,3,3,0,27,22,9.00,39,69.23,0,0,0,1,0
Nadif Chowdhury,BAN,2006-2007,3,3,0,27,12,9.00,23,117.39,0,0,0,2,0
OE Olaleye,NGA,2021-2021,5,5,0,27,16,5.40,35,77.14,0,0,1,5,0
SS Pathirana,SL,2016-2017,5,5,0,27,14,5.40,24,112.50,0,0,0,3,0
S Sengupta,CZK-R,2021-2022,9,4,1,27,9,9.00,25,108.00,0,0,0,3,0
Shapoor Zadran,AFG,2010-2020,36,13,6,27,13,3.85,65,41.53,0,0,3,0,3
Shoaib Qureshi,Fin,2019-2019,5,4,0,27,12,6.75,34,79.41,0,0,1,2,0
MP Vaughan,ENG,2005-2007,2,2,0,27,27,13.50,22,122.72,0,0,1,4,0
Waqas Ali,Belg,2019-2019,2,2,0,27,14,13.50,31,87.09,0,0,0,0,2
Zulfiqar Babar,PAK,2013-2014,7,3,3,27,13*,-,27,100.00,0,0,0,2,1
TB de Bruyn,SA,2017-2017,2,2,0,26,19,13.00,16,162.50,0,0,0,3,1
P Florin,ROM,2019-2021,16,8,5,26,14,8.66,31,83.87,0,0,1,2,0
D Ganga,WI,2006-2006,1,1,0,26,26,26.00,31,83.87,0,0,0,3,1
Izatullah Dawlatzai,AFG/GER,2012-2020,16,4,3,26,24*,26.00,16,162.50,0,0,0,2,2
CT Mumba,ZIM,2020-2020,2,2,1,26,25,26.00,17,152.94,0,0,0,3,1
TJ Murtagh,IRE,2012-2016,14,5,3,26,12*,13.00,25,104.00,0,0,0,0,1
SN Netravalkar,USA,2019-2021,15,4,2,26,12,13.00,23,113.04,0,0,0,1,1
LN Oluoch,KENYA,2013-2019,10,6,3,26,7*,8.66,33,78.78,0,0,0,2,0
E Otieno,KENYA,2012-2021,25,10,4,26,8,4.33,52,50.00,0,0,2,0,1
TK Saha,Fin,2019-2019,4,4,3,26,18*,26.00,23,113.04,0,0,0,1,0
Scott Austin,CYP,2021-2021,4,3,0,26,21,8.66,32,81.25,0,0,1,3,0
L Shafeeg,Mald,2019-2021,8,5,2,26,19*,8.66,27,96.29,0,0,3,2,1
MB Tambe,Fin,2021-2022,7,7,4,26,11*,8.66,29,89.65,0,0,1,2,0
P Agnihotri,NOR,2019-2019,2,2,0,25,19,12.50,36,69.44,0,0,0,2,0
RA Bhatti,CAN,2012-2012,4,4,1,25,11*,8.33,37,67.56,0,0,1,1,0
Bilal Khan,OMA,2015-2022,46,17,11,25,6*,4.16,42,59.52,0,0,4,1,0
G Chohan,PHI,2022-2022,5,3,1,25,17,12.50,29,86.20,0,0,0,2,0
AM Ellis,NZ,2012-2013,5,5,2,25,16,8.33,21,119.04,0,0,0,1,1
CRD Fernando,SL,2006-2016,18,7,2,25,21,5.00,27,92.59,0,0,2,4,0
G Goudie,SCOT,2010-2013,9,6,2,25,9*,6.25,20,125.00,0,0,0,2,1
A Halbhavi,LUX,2021-2021,3,3,0,25,21,8.33,33,75.75,0,0,1,4,0
Hassan Mehmood,SWE,2021-2021,5,5,3,25,9,12.50,31,80.64,0,0,0,0,1
T Jamtsho,BHU,2019-2019,2,2,1,25,19,25.00,27,92.59,0,0,0,1,1
JH Kiani,PHI,2019-2019,4,3,1,25,13,12.50,36,69.44,0,0,0,2,0
RK Kleinveldt,SA,2008-2013,6,3,2,25,22,25.00,10,250.00,0,0,0,1,3
Muhammad Amir,MAL,2019-2022,5,3,0,25,16,8.33,31,80.64,0,0,0,2,1
G Murali,CRC,2019-2019,3,3,0,25,14,8.33,44,56.81,0,0,0,1,0
AA Navicha,MOZ,2021-2021,2,2,0,25,21,12.50,34,73.52,0,0,0,2,1
PM Nevill,AUS,2016-2016,9,5,4,25,10*,25.00,11,227.27,0,0,0,1,2
SO Olayinka,NGA,2021-2021,3,3,0,25,24,8.33,34,73.52,0,0,1,1,2
Raza-ur-Rehman,CAN,2012-2013,5,4,0,25,10,6.25,29,86.20,0,0,0,3,0
Shahriar Nafees,BAN,2006-2006,1,1,0,25,25,25.00,17,147.05,0,0,0,3,1
A Srivastav,Chile,2019-2019,4,4,0,25,21,6.25,37,67.56,0,0,2,2,0
Tahir Dar,BHR,2019-2019,4,2,0,25,15,12.50,25,100.00,0,0,0,1,2
Adil Hanif,BHR,2019-2019,4,2,0,24,16,12.00,23,104.34,0,0,0,3,0
Atif Mehmood,ESP,2019-2021,12,5,3,24,15,12.00,28,85.71,0,0,0,1,1
MO Bacarese,GIBR,2019-2019,3,2,0,24,13,12.00,37,64.86,0,0,0,0,1
OO Bascome,BMUDA,2008-2019,3,3,0,24,16,8.00,29,82.75,0,0,0,3,0
TD Chaoana,LES,2021-2021,5,3,2,24,19*,24.00,29,82.75,0,0,0,2,0
LA Collado,GIBR,2019-2021,9,5,3,24,8,12.00,41,58.53,0,0,1,1,0
Fareed Ahmad,AFG,2016-2021,16,1,1,24,24*,-,15,160.00,0,0,0,4,0
MGSM Fernando,ITA,2021-2021,6,3,0,24,14,8.00,19,126.31,0,0,0,2,1
JN Gillespie,AUS,2005-2005,1,1,0,24,24,24.00,18,133.33,0,0,0,4,0
Jagjit Singh,Peru,2019-2019,4,4,0,24,12,6.00,30,80.00,0,0,0,1,0
MJ McClenaghan,ICC/NZ,2012-2018,29,8,4,24,10,6.00,23,104.34,0,0,2,1,2
Qudratullah Mir Afzail,SWE,2021-2021,6,5,2,24,13*,8.00,21,114.28,0,0,0,3,0
Rameez Raja,2,2011-2011,2,2,0,24,23,12.00,29,82.75,0,0,0,2,0
B Regmi,NEPAL,2014-2019,18,11,4,24,11,3.42,56,42.85,0,0,1,2,0
CP Schofield,ENG,2007-2007,4,4,3,24,9*,24.00,20,120.00,0,0,0,2,0
P Useni,NGA,2021-2021,16,8,7,24,7*,24.00,32,75.00,0,0,0,2,0
KJ Abbott,SA,2013-2016,21,6,4,23,9*,11.50,20,115.00,0,0,0,2,0
Ali Waqar,CZK-R,2021-2021,6,3,0,23,15,7.66,30,76.66,0,0,0,2,0
Ashwin Vinod,SUI,2021-2021,4,2,2,23,15*,-,16,143.75,0,0,0,1,1
AB Barath,WI,2010-2011,2,2,0,23,15,11.50,39,58.97,0,0,0,3,0
Bilawal Bhatti,PAK,2013-2015,9,4,2,23,13*,11.50,14,164.28,0,0,1,2,1
DL Brangman,BMUDA,2019-2019,5,4,2,23,23*,11.50,25,92.00,0,0,2,2,1
LA Dawson,ENG,2016-2022,8,4,1,23,10,7.66,19,121.05,0,0,0,3,1
C Floyd,NED,2019-2019,2,2,1,23,21,23.00,23,100.00,0,0,0,2,1
S Gasteratos,GRC,2021-2021,4,3,1,23,17*,11.50,33,69.69,0,0,0,3,0
Hardev Singh,Chile,2019-2019,3,3,0,23,17,7.66,48,47.91,0,0,0,1,0
RK Inampud,Mex,2019-2019,3,3,2,23,17*,23.00,28,82.14,0,0,0,0,1
N Master,BOT,2019-2019,2,2,0,23,21,11.50,18,127.77,0,0,0,4,0
MV Matsau,LES,2021-2021,5,5,2,23,22,7.66,28,82.14,0,0,2,2,0
T Panyangara,ZIM,2013-2016,14,5,4,23,17*,23.00,17,135.29,0,0,0,1,2
TAW Patterson,Blz,2021-2021,3,3,0,23,16,7.66,47,48.93,0,0,1,2,0
VM Sachdev,PNM,2019-2019,2,2,1,23,12*,23.00,31,74.19,0,0,0,2,0
PADLR Sandakan,SL,2017-2021,20,7,4,23,10,7.66,38,60.52,0,0,0,2,0
Shafiul Islam,BAN,2010-2020,20,6,1,23,16,4.60,33,69.69,0,0,1,1,1
S Sohal,USA,2019-2019,3,2,0,23,18,11.50,29,79.31,0,0,0,1,1
Zulqarnain Haider,PAK,2007-2010,3,3,0,23,17,7.66,30,76.66,0,0,0,1,0
Abdur Rehman,PAK,2007-2013,8,5,3,22,7*,11.00,29,75.86,0,0,0,0,0
DNA Ankrah,Ghana,2019-2019,4,3,0,22,12,7.33,43,51.16,0,0,0,2,0
C Brennan,JER,2021-2022,5,4,1,22,17,7.33,33,66.66,0,0,0,0,1
DL Chahar,INDIA,2018-2022,20,5,5,22,21*,-,9,244.44,0,0,0,2,1
PC de Silva,SL,2017-2017,2,2,0,22,21,11.00,22,100.00,0,0,0,1,0
AB Dinda,INDIA,2009-2012,9,2,1,22,19,22.00,24,91.66,0,0,0,1,0
A Harikumar,BUL,2021-2021,1,1,0,22,22,22.00,13,169.23,0,0,0,3,0
PJ Ingram,NZ,2010-2010,3,3,1,22,20*,11.00,35,62.85,0,0,1,3,0
A Kansonkho,MWI,2021-2021,6,3,1,22,20*,11.00,19,115.78,0,0,1,2,1
LD Madushanka,SL,2019-2021,3,3,0,22,20,7.33,29,75.86,0,0,0,1,0
S Mahmood,ENG,2019-2022,12,7,4,22,7*,7.33,28,78.57,0,0,1,2,0
M Morkel,SA/World,2007-2017,44,8,5,22,8*,7.33,18,122.22,0,0,0,3,1
DP Nannes,AUS/NED,2009-2010,17,5,3,22,12*,11.00,18,122.22,0,0,0,1,1
FL Reifer,WI,2009-2009,1,1,0,22,22,22.00,20,110.00,0,0,0,2,1
BM Scholtz,NAM,2019-2022,35,9,7,22,6*,11.00,38,57.89,0,0,2,1,0
LA Simango,MOZ,2019-2021,7,5,4,22,9*,22.00,31,70.96,0,0,0,2,0
Umair Ali,UAE,2015-2015,3,3,2,22,13,22.00,18,122.22,0,0,0,2,1
Anas Khan,HKG,2014-2014,1,1,1,21,21*,-,28,75.00,0,0,0,2,0
A Bohara,NEPAL,2019-2022,36,10,6,21,12,5.25,24,87.50,0,0,2,1,1
SE Bond,NZ,2005-2010,20,8,3,21,8*,4.20,21,100.00,0,0,2,2,0
T Bukenya,UGA,2020-2021,4,3,3,21,12*,-,18,116.66,0,0,0,0,2
BB Chari,ZIM,2019-2019,3,3,0,21,19,7.00,31,67.74,0,0,1,4,0
Fayaz Khan,GER,2021-2022,6,4,1,21,15*,7.00,20,105.00,0,0,1,1,1
MR Gillespie,NZ,2006-2008,11,6,4,21,7,10.50,29,72.41,0,0,0,0,0
S Grover,CZK-R,2021-2021,4,3,2,21,14*,21.00,14,150.00,0,0,0,1,1
JR Hazlewood,AUS,2013-2022,27,6,4,21,13*,10.50,13,161.53,0,0,1,2,1
R Hekure,PNG,2019-2022,12,7,1,21,6,3.50,33,63.63,0,0,0,1,0
DJ Hooda,INDIA,2022-2022,3,1,0,21,21,21.00,16,131.25,0,0,0,1,1
Imam-ul-Haq,PAK,2019-2019,2,2,0,21,14,10.50,25,84.00,0,0,0,2,0
Kamran Shazad,UAE,2014-2014,3,2,0,21,21,10.50,17,123.52,0,0,1,1,2
Karweng NG,PHI,2019-2019,4,3,0,21,14,7.00,30,70.00,0,0,0,0,1
C Mahoney,Peru,2019-2019,3,1,0,21,21,21.00,27,77.77,0,0,0,1,0
Mohammad Sami,PAK,2010-2016,13,4,3,21,8,21.00,30,70.00,0,0,0,2,0
Munim Shahriar,BAN,2022-2022,2,2,0,21,17,10.50,28,75.00,0,0,0,4,0
S Murari,CRC,2019-2019,3,3,1,21,16,10.50,20,105.00,0,0,0,2,0
Rony Talukdar,BAN,2015-2015,1,1,0,21,21,21.00,22,95.45,0,0,0,0,1
Sayed Monib,KUW,2020-2021,7,3,1,21,11,10.50,13,161.53,0,0,0,1,2
Shoaib Akhtar,PAK,2006-2010,15,6,3,21,8*,7.00,16,131.25,0,0,1,2,1
SJS Smith,SCOT,2010-2012,5,4,1,21,9,7.00,40,52.50,0,0,1,1,0
DW Steyn,SA,2007-2020,47,12,6,21,5*,3.50,26,80.76,0,0,2,2,0
SF Tiai,Samoa,2019-2019,4,3,0,21,11,7.00,22,95.45,0,0,1,2,0
S Udhayan,SEY,2021-2021,5,4,1,21,13,7.00,16,131.25,0,0,1,3,1
N Ahir,PNM,2021-2021,5,3,1,20,20*,10.00,57,35.08,0,0,2,3,0
Ainool Haqqiem,MAL,2019-2019,4,2,1,20,12,20.00,20,100.00,0,0,0,1,0
Azmatullah Omarzai,AFG,2022-2022,2,1,0,20,20,20.00,18,111.11,0,0,0,2,1
RL Bhudia,KENYA,2007-2007,3,3,1,20,11*,10.00,20,100.00,0,0,1,0,2
KK Flowers,Blz,2019-2019,3,3,1,20,17,10.00,33,60.60,0,0,1,3,0
Gaurav Mishra,ROM,2022-2022,6,1,1,20,20*,-,19,105.26,0,0,0,0,0
MS Graham,Bhm,2021-2021,6,6,1,20,8,4.00,38,52.63,0,0,0,1,0
Z Groenewald,NAM,2019-2019,10,4,1,20,13,6.66,35,57.14,0,0,0,0,0
DL Hemp,BMUDA,2008-2008,2,2,0,20,20,10.00,32,62.50,0,0,1,2,1
R Heyns,LUX,2020-2020,2,1,0,20,20,20.00,16,125.00,0,0,0,3,1
Humayun Kabir,SWE,2021-2021,3,3,1,20,11*,10.00,29,68.96,0,0,0,1,0
K Irakoze,RWN,2021-2021,11,6,2,20,8,5.00,24,83.33,0,0,1,1,0
Naiem Bameri,Iran,2020-2020,3,3,0,20,10,6.66,57,35.08,0,0,0,0,0
MJ North,AUS,2009-2009,1,1,0,20,20,20.00,21,95.23,0,0,0,1,0
Rubel Hossain,BAN,2009-2021,28,15,10,20,8*,4.00,36,55.55,0,0,4,1,0
JRMVB Sanjaya,SL,2017-2017,8,5,2,20,6,6.66,18,111.11,0,0,0,3,0
S Sreesanth,INDIA,2006-2008,10,3,2,20,19*,20.00,14,142.85,0,0,1,4,0
H Srinivasan,GER,2019-2021,8,3,1,20,15*,10.00,37,54.05,0,0,0,0,0
A Uniyal,Chile,2019-2019,3,3,1,20,16*,10.00,23,86.95,0,0,0,2,0
LV van Beek,NED,2014-2021,10,6,2,20,11,5.00,28,71.42,0,0,0,0,0
JDF Vandersay,SL,2015-2022,14,8,7,20,8*,20.00,20,100.00,0,0,0,3,0
C Waiswa,UGA,2019-2021,10,2,1,20,14*,20.00,14,142.85,0,0,0,1,1
Abdul Rashid,Belg,2019-2021,2,2,0,19,10,9.50,36,52.77,0,0,0,0,1
Ali Raza,EST,2021-2021,3,3,2,19,17*,19.00,17,111.76,0,0,1,1,1
JC Archer,ENG,2019-2021,12,2,1,19,18*,19.00,10,190.00,0,0,0,2,1
Bilal Ahmed,SRB,2019-2019,1,1,0,19,19,19.00,28,67.85,0,0,0,1,1
CJ Dala,SA,2018-2021,10,4,3,19,12*,19.00,28,67.85,0,0,0,1,0
P Danci,ROM,2019-2020,4,3,1,19,12,9.50,26,73.07,0,0,0,3,0
Fahad Tariq,UAE,2016-2016,6,5,1,19,16,4.75,24,79.16,0,0,2,1,1
Faisal Mehmood,Belg,2021-2021,3,3,0,19,18,6.33,22,86.36,0,0,1,1,1
Imran Tahir,SA/World,2013-2019,38,4,3,19,9*,19.00,18,105.55,0,0,0,1,1
Irfan Mir,Chile,2019-2019,4,3,2,19,18*,19.00,7,271.42,0,0,1,0,2
Jaspreet Singh,ITA,2019-2021,11,4,0,19,11,4.75,27,70.37,0,0,2,1,0
Junaid Sheikh,NOR,2019-2019,5,3,0,19,9,6.33,20,95.00,0,0,0,1,1
A Kirschbaum,Arg,2021-2021,6,6,1,19,10*,3.80,34,55.88,0,0,2,1,0
HGJM Kulatunga,SL,2008-2008,2,2,0,19,11,9.50,38,50.00,0,0,0,0,0
CJ McKay,AUS,2010-2013,6,4,2,19,7,9.50,22,86.36,0,0,1,1,1
Mohammad Ahsan,KUW,2019-2019,6,3,0,19,8,6.33,20,95.00,0,0,0,0,1
KV Morea,PNG,2021-2022,8,6,3,19,6*,6.33,18,105.55,0,0,1,1,1
Muktar Ali,BAN,2016-2016,1,1,1,19,19*,-,15,126.66,0,0,0,1,1
F Nsubuga,UGA,2019-2022,23,6,1,19,9,3.80,20,95.00,0,0,2,0,2
AE Paraam,SGP,2019-2019,3,2,1,19,10,19.00,10,190.00,0,0,0,2,1
HV Patel,INDIA,2021-2022,8,2,1,19,18,19.00,12,158.33,0,0,0,2,1
AM Phangiso,SA,2012-2018,16,3,0,19,13,6.33,29,65.51,0,0,0,1,0
RLB Rambukwella,SL,2013-2016,2,1,0,19,19,19.00,16,118.75,0,0,0,1,1
RM Scott,USA,2021-2021,2,2,0,19,11,9.50,19,100.00,0,0,0,3,0
Shaheen Shah Afridi,PAK,2018-2022,40,5,3,19,10*,9.50,20,95.00,0,0,1,1,1
Sufyan Mehmood,OMA,2015-2020,4,2,1,19,13*,19.00,41,46.34,0,0,0,2,0
KOK Williams,WI,2016-2020,26,7,4,19,13*,6.33,17,111.76,0,0,1,1,1
N Yordanov,BUL,2019-2019,2,2,1,19,19*,19.00,11,172.72,0,0,1,0,2
KS Airee,NEPAL,2021-2022,10,3,0,18,13,6.00,18,100.00,0,0,0,1,1
JD Baker,Samoa,2019-2019,4,3,3,18,11*,-,14,128.57,0,0,0,3,0
V Baskaran,SGP,2019-2020,13,5,3,18,14*,9.00,23,78.26,0,0,1,0,0
TL Chatara,ZIM,2010-2022,35,6,2,18,8,4.50,27,66.66,0,0,2,1,0
SS Cottrell,WI,2014-2022,41,10,6,18,4*,4.50,29,62.06,0,0,1,2,0
LHD Dilhara,SL,2008-2008,2,1,1,18,18*,-,9,200.00,0,0,0,0,1
XJ Doherty,AUS,2012-2013,11,4,3,18,9*,18.00,17,105.88,0,0,0,1,0
E Haven,Bhm,2021-2022,8,6,1,18,6,3.60,72,25.00,0,0,1,0,0
BE Hendricks,SA,2014-2021,19,5,2,18,12*,6.00,23,78.26,0,0,1,0,1
Khurram Chohan,CAN,2010-2010,4,4,2,18,8,9.00,14,128.57,0,0,0,1,1
SW Masakadza,ZIM,2010-2013,7,5,1,18,9,4.50,24,75.00,0,0,1,1,0
Nauman Anwar,PAK,2015-2015,1,1,0,18,18,18.00,10,180.00,0,0,0,2,1
Naved-ul-Hasan,PAK,2006-2010,4,2,1,18,17*,18.00,16,112.50,0,0,0,0,2
Nazmul Islam,BAN,2018-2018,13,4,3,18,7,18.00,17,105.88,0,0,0,2,0
E Ochieng,KENYA,2019-2021,8,4,1,18,16*,6.00,20,90.00,0,0,2,1,1
P Suanchuai,THAI,2020-2020,4,4,1,18,13*,6.00,36,50.00,0,0,1,0,1
Raza Hasan,PAK,2012-2014,10,4,4,18,13*,-,25,72.00,0,0,0,2,0
S Snater,NED,2018-2019,13,6,1,18,10,3.60,16,112.50,0,0,2,0,1
Syazrul Idrus,MAL,2019-2022,13,5,1,18,9*,4.50,23,78.26,0,0,2,1,1
M Theekshana,SL,2021-2022,15,5,2,18,7*,6.00,12,150.00,0,0,1,1,1
S Thuraisingam,CAN,2008-2008,3,2,1,18,15,18.00,24,75.00,0,0,0,1,0
Vimal Kumar,PHI,2019-2022,4,2,1,18,15*,18.00,36,50.00,0,0,0,0,0
JW Wilson,NZ,2005-2005,1,1,0,18,18,18.00,14,128.57,0,0,0,2,0
Zahid Abbas,KENYA,2021-2021,4,3,0,18,9,6.00,21,85.71,0,0,0,1,0
SA Abbott,AUS,2014-2022,8,3,1,17,12*,8.50,17,100.00,0,0,1,1,1
Ashiqullah Said,Belg,2019-2021,12,6,2,17,9,4.25,16,106.25,0,0,1,2,0
Awais Malik,QAT,2019-2020,18,7,0,17,9,2.42,27,62.96,0,0,3,1,0
Azmat Ali,GER,2021-2021,2,1,0,17,17,17.00,20,85.00,0,0,0,0,1
TL Best,WI,2013-2014,6,1,1,17,17*,-,9,188.88,0,0,0,0,2
D Bishoo,WI,2011-2019,7,4,2,17,8,8.50,29,58.62,0,0,1,2,0
R Davson,Bhm,2021-2022,6,5,1,17,7,4.25,32,53.12,0,0,0,0,0
A Djorovic,SRB,2019-2021,6,5,3,17,9,8.50,36,47.22,0,0,0,1,0
RR Emrit,WI,2018-2018,4,3,0,17,11,5.66,27,62.96,0,0,0,0,1
K Gilham,CZK-R,2020-2021,7,4,4,17,10*,-,18,94.44,0,0,0,1,0
H Hiri,PNG,2016-2021,6,5,0,17,8,3.40,30,56.66,0,0,0,1,0
HA Jackson,Fran,2021-2021,4,4,1,17,8,5.66,28,60.71,0,0,0,1,0
Khurram Shahzad,QAT,2020-2020,7,5,1,17,10,4.25,29,58.62,0,0,0,2,0
S Kizilkaya,TKY,2019-2019,4,4,0,17,8,4.25,28,60.71,0,0,1,3,0
L Louwrens,NAM,2019-2019,1,1,1,17,17*,-,15,113.33,0,0,0,1,1
ZE Matsinhe,MOZ,2019-2021,11,6,2,17,6*,4.25,26,65.38,0,0,1,0,1
JH Mensah,Ghana,2019-2019,2,2,0,17,16,8.50,10,170.00,0,0,0,1,1
B Muzarabani,ZIM,2018-2021,21,9,5,17,8,4.25,26,65.38,0,0,2,3,0
LN Onyango,KENYA,2007-2010,5,4,2,17,5,8.50,21,80.95,0,0,0,0,0
TK Patel,USA,2019-2019,7,3,3,17,14*,-,18,94.44,0,0,0,1,0
K Pierre,WI,2018-2020,10,5,3,17,9*,8.50,23,73.91,0,0,0,2,0
Shafraz Jaleel,Mald,2019-2019,4,3,0,17,17,5.66,14,121.42,0,0,2,1,1
S Singh,KENYA,2021-2021,5,1,0,17,17,17.00,17,100.00,0,0,0,2,0
JR Singleton,,2019-2019,3,3,0,17,7,5.66,26,65.38,0,0,0,3,0
T Singye,BHU,2019-2019,2,2,0,17,11,8.50,25,68.00,0,0,0,2,0
C Smith,IOM,2021-2021,4,2,0,17,13,8.50,15,113.33,0,0,0,1,1
I Tchakou,CAM,2021-2021,4,4,0,17,14,4.25,40,42.50,0,0,0,1,0
Usman Ali,Saudi,2019-2020,8,3,1,17,8,8.50,25,68.00,0,0,0,1,0
Zain ul Tashnam,CRC,2019-2019,3,2,1,17,11,17.00,26,65.38,0,0,0,1,0
Sarfraz Butt,Saudi,2020-2021,7,2,0,17,16,8.50,23,73.91,0,0,0,2,0
Abdullah Sheikh,NOR,2019-2022,5,4,1,16,11,5.33,25,64.00,0,0,0,1,0
IKO Aboagye,Ghana,2019-2019,4,4,0,16,7,4.00,37,43.24,0,0,1,0,0
P Arrighi,Arg,2019-2019,5,4,0,16,11,4.00,46,34.78,0,0,1,0,0
Imran Asif,Aut,2021-2021,3,3,0,16,10,5.33,12,133.33,0,0,0,2,0
RR Behera,USA,2021-2021,2,2,0,16,16,8.00,27,59.25,0,0,1,1,0
KK Bishnoi,,2019-2019,3,2,1,16,14,16.00,18,88.88,0,0,0,1,0
M Chauhan,Fin,2019-2019,2,2,0,16,15,8.00,8,200.00,0,0,0,0,2
SDJJ Dima,MOZ,2019-2021,8,5,0,16,9,3.20,36,44.44,0,0,1,0,0
U Dorji,BHU,2019-2019,2,2,0,16,8,8.00,17,94.11,0,0,0,2,0
CJ Ferguson,AUS,2009-2009,3,3,0,16,8,5.33,19,84.21,0,0,1,1,0
M Fru,CAM,2021-2021,4,4,0,16,13,4.00,31,51.61,0,0,1,1,0
S Gajjar,CZK-R,2020-2020,3,3,1,16,14,8.00,22,72.72,0,0,1,1,0
